what,kind,bundleId,bundleVersion,description,time
activated,view,com.altera.sbtgui.launch,13.1.0.162,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1766300215363
activated,perspective,com.altera.sbtgui.ui,,"com.altera.sbtgui.ui.cPerspective",1766300215363
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1766300218322
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1766300223698
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1766300226098
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1766300228134
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1766300228246
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1766300242841
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1766300244549
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1766300251302
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1766300251346
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1766300255259
activated,view,com.altera.sbtgui.launch,13.1.0.162,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1766300280397
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1766300280763
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1766300288583
activated,view,com.altera.sbtgui.launch,13.1.0.162,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1766300289032
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1766300290407
activated,perspective,com.altera.sbtgui.ui,,"com.altera.sbtgui.ui.debugPerspective",1766300290560
opened,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.DebugView",1766300290698
activated,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.DebugView",1766300304442
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.Resume",1766300304492
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.Resume",1766300315058
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.Resume",1766300319738
activated,view,com.altera.sbtgui.launch,13.1.0.162,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1766300325288
activated,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.DebugView",1766300346836
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.Resume",1766300346924
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.Resume",1766300350545
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.Resume",1766300352819
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.Terminate",1766300401507
activated,view,com.altera.sbtgui.launch,13.1.0.162,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1766300407175
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1766300407539
activated,view,com.altera.sbtgui.launch,13.1.0.162,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1766300414955
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1766300445208
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1766300535918
activated,perspective,com.altera.sbtgui.ui,,"com.altera.sbtgui.ui.cPerspective",1766300539665
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1766300542403
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1766300542571
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1766300549697
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1766300550158
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1766300791756
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1766300808011
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1766300812957
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1766300816662
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1766300837485
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1766300840476
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1766300842874
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1766300845404
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1766300852000
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1766300852054
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1766300856023
activated,view,com.altera.sbtgui.launch,13.1.0.162,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1766300858970
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1766300859341
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1766300867236
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.asm.AsmEditor",1766300867390
activated,view,com.altera.sbtgui.launch,13.1.0.162,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1766300867653
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1766300869153
activated,perspective,com.altera.sbtgui.ui,,"com.altera.sbtgui.ui.debugPerspective",1766300869350
activated,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.DebugView",1766300882894
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.Resume",1766300882943
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.Resume",1766300889513
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.Resume",1766300905318
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.Terminate",1766300909905
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1766300917390
activated,view,com.altera.sbtgui.launch,13.1.0.162,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1766300920910
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1766300925774
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.asm.AsmEditor",1766300927281
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1766300928225
closed,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.asm.AsmEditor",1766300928226
error,log,,,"Unhandled event loop exception",1766300928283
activated,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.DebugView",1766300930029
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1766300930063
closed,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.DebugView",1766300930113
activated,view,com.altera.sbtgui.launch,13.1.0.162,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1766300932835
activated,perspective,com.altera.sbtgui.ui,,"com.altera.sbtgui.ui.cPerspective",1766300932835
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1766300978534
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1766300979748
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1766300987476
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1766300988987
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1766300989991
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1766300993919
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1766300998913
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1766301000502
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1766301005631
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1766301007764
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1766301013200
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1766301015615
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1766301019436
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1766301026114
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1766301026529
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1766301030076
activated,view,com.altera.sbtgui.launch,13.1.0.162,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1766301038216
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1766301038594
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1766301046439
activated,view,com.altera.sbtgui.launch,13.1.0.162,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1766301046508
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1766301047744
activated,perspective,com.altera.sbtgui.ui,,"com.altera.sbtgui.ui.debugPerspective",1766301047903
opened,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.DebugView",1766301048042
activated,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.DebugView",1766301059029
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.Resume",1766301059081
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.Terminate",1766301086966
activated,view,com.altera.sbtgui.launch,13.1.0.162,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1766301091927
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1766301092294
activated,view,com.altera.sbtgui.launch,13.1.0.162,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1766301099770
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1766301124019
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1766301147294
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1766301149196
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1766301189282
